City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,palikir - national government center,6.9248,158.1611,26.47,89,100,8.75,FM,1708485073
363,makueni boma,-1.8041,37.6203,17.32,98,92,0.77,KE,1708485075
364,tukrah,32.5341,20.5791,11.97,71,100,2.94,LY,1708485075
365,karratha,-20.7377,116.8463,35.4,42,71,4.05,AU,1708485076
366,miami,25.7743,-80.1937,16.01,49,0,2.06,US,1708484925
367,miyaly,48.8844,53.7836,-15.24,91,14,3.1,KZ,1708485077
368,mawlamyinegyunn,16.3833,95.2667,27.16,52,84,4.1,MM,1708485078
369,kodiak,57.79,-152.4072,1.73,69,40,3.09,US,1708485079
370,santiago,-33.4569,-70.6483,21.27,67,0,3.09,CL,1708485080
371,andergrove,-21.0833,149.1833,32.58,65,99,4.01,AU,1708485081
372,grove,51.6095,-1.4219,9.99,92,75,3.6,GB,1708484943
373,pandan,14.0453,124.1694,26.4,81,90,7.7,PH,1708485082
374,wucheng,29.6008,118.175,11.39,96,100,2.66,CN,1708485084
375,crane,31.3974,-102.3501,19.45,26,0,5.06,US,1708485084
376,lospalos,-8.5186,127.0025,29.13,63,36,7.07,TL,1708485085
377,collingwood,44.4834,-80.2164,-2.35,78,17,4.8,CA,1708485086
378,geraldton,-28.7667,114.6,30.23,45,19,5.66,AU,1708485087
379,zhalantun,48.0,122.7167,-13.55,60,0,6.84,CN,1708485088
380,zapresic,45.8564,15.8078,8.29,76,94,0.84,HR,1708485088
381,gornopravdinsk,60.05,69.9,-20.41,81,95,4.67,RU,1708485089
382,governador valadares,-18.8511,-41.9494,22.76,99,100,0.95,BR,1708485090
383,acarau,-2.8856,-40.12,23.84,96,100,0.85,BR,1708485090
384,nova vicosa,-17.8919,-39.3719,24.4,95,100,4.97,BR,1708484800
385,usogorsk,63.4106,48.6872,-5.74,92,100,2.2,RU,1708485091
386,chavusy,53.8075,30.9712,-0.87,99,100,3.16,BY,1708485092
387,zhongxing,33.7039,118.6792,-1.93,93,100,5.62,CN,1708485092
388,arkalyk,50.2486,66.9114,-26.17,79,83,5.32,KZ,1708485093
389,simplicio mendes,-7.8539,-41.9103,22.13,99,100,1.4,BR,1708485094
390,yeraliyev,43.2,51.65,-0.42,79,94,2.23,KZ,1708485094
391,rechytsa,52.3617,30.3916,-0.94,99,100,3.5,BY,1708485095
392,sakaiminato,35.55,133.2333,9.18,90,100,10.27,JP,1708485095
393,novo aripuana,-5.1206,-60.3797,23.27,84,58,1.12,BR,1708485096
394,chibougamau,49.9168,-74.3659,-19.64,95,73,2.42,CA,1708485096
395,santa terezinha,-29.9002,-50.0904,22.44,77,60,2.14,BR,1708485097
396,sao joao da barra,-21.6403,-41.0511,23.81,95,100,2.36,BR,1708484837
397,kenai,60.5544,-151.2583,4.05,81,75,3.09,US,1708484868
398,dauphin,51.1494,-100.0502,-12.27,97,100,0.92,CA,1708484976
399,praia,14.9215,-23.5087,23.3,83,99,7.72,CV,1708485099
400,plettenberg bay,-34.0527,23.3716,17.65,83,3,3.17,ZA,1708485100
401,mufumbwe,-13.6833,24.8,17.47,81,41,1.5,ZM,1708485100
402,tondano,1.3038,124.9112,26.05,62,98,2.4,ID,1708485101
403,st. john's,47.5649,-52.7093,-7.9,81,3,8.49,CA,1708484878
404,garoowe,8.4054,48.4845,18.6,93,100,2.58,SO,1708485102
405,puerto baquerizo moreno,-0.9,-89.6,26.42,86,100,3.09,EC,1708485103
406,gewane,10.1664,40.6453,25.76,47,2,2.26,ET,1708485104
407,magdagachi,53.45,125.8,-16.7,67,37,5.61,RU,1708485104
408,langsa,4.4683,97.9683,29.22,70,79,1.15,ID,1708485105
409,ijebu-ife,6.7784,4.0339,25.22,97,22,0.59,NG,1708484898
410,balabac,7.9868,117.0645,28.29,75,18,7.45,PH,1708485106
411,haiku-pauwela,20.9219,-156.3051,24.01,68,40,3.6,US,1708485107
412,novyy urgal,51.0736,132.5642,-17.98,60,63,3.72,RU,1708485108
413,khandyga,62.6667,135.6,-35.21,91,94,0.08,RU,1708485108
414,waddan,29.1614,16.139,12.7,50,73,3.16,LY,1708485109
415,lazaro cardenas,17.9583,-102.2,24.01,74,0,1.96,MX,1708485109
416,touros,-5.1989,-35.4608,26.23,85,56,3.25,BR,1708485110
417,antsiranana,-12.2787,49.2917,24.54,88,10,2.74,MG,1708484845
418,qarqaraly,49.4058,75.4742,-32.21,95,12,2.43,KZ,1708485111
419,pangody,65.85,74.4859,-12.87,93,100,11.53,RU,1708485111
420,xunchang,28.4543,104.715,12.77,70,100,2.32,CN,1708485112
421,vung tau,10.346,107.0843,27.64,77,18,6.59,VN,1708485112
422,kupino,54.3663,77.2981,-28.51,99,100,1.4,RU,1708485113
423,pigeon forge,35.7884,-83.5543,7.54,57,0,0.0,US,1708485037
424,rio grande,-32.035,-52.0986,21.64,71,52,4.85,BR,1708485114
425,paide,58.8856,25.5572,-3.94,98,94,1.55,EE,1708485114
426,bulungu,-4.55,18.6,22.74,94,92,1.32,CD,1708485115
427,torghay,49.6339,63.4981,-18.41,93,100,3.08,KZ,1708485115
428,valenza,45.0141,8.6414,8.38,74,7,0.63,IT,1708485116
429,hanting,36.7708,119.2108,-3.43,92,100,8.94,CN,1708485116
430,tocoa,15.6833,-86.0,20.89,81,83,0.76,HN,1708485117
431,reshetylivka,49.565,34.0782,-1.3,81,97,5.49,UA,1708485117
432,lewistown,40.5992,-77.5714,1.41,86,0,0.0,US,1708485118
433,challapata,-18.9,-66.7667,11.05,71,99,3.63,BO,1708485081
434,trinidad,-14.8333,-64.9,23.3,99,100,1.47,BO,1708485119
435,bac kan,22.1333,105.8333,22.85,91,100,0.85,VN,1708485119
436,badger,64.8,-147.5333,4.95,56,75,1.54,US,1708484968
437,kamina,-8.7386,24.9906,18.07,94,95,0.84,CD,1708485121
438,trairi,-3.2778,-39.2689,23.64,96,100,2.87,BR,1708485121
439,keflavik,64.0049,-22.5624,2.95,86,100,7.2,IS,1708485122
440,ruteng,-8.6136,120.4721,25.62,64,63,1.41,ID,1708485123
441,xichang,27.8964,102.2634,14.81,45,0,2.08,CN,1708485124
442,kavaratti,10.5669,72.642,28.21,68,2,6.17,IN,1708485125
443,san antonio de pale,-1.4014,5.6325,28.67,79,95,1.64,GQ,1708485125
444,nova sintra,14.8667,-24.7167,21.4,72,100,4.9,CV,1708485126
445,flying fish cove,-10.4217,105.6791,30.82,70,40,1.54,CX,1708485127
446,iksan,35.9439,126.9544,5.9,88,100,2.88,KR,1708485127
447,kununurra,-15.7667,128.7333,26.99,94,75,3.6,AU,1708485128
448,bikenibeu village,1.3673,173.1241,31.98,70,75,5.14,KI,1708485129
449,polyarnyy,69.1989,33.4478,-15.55,95,56,4.05,RU,1708485129
450,veinticinco de mayo,-35.4323,-60.1727,21.1,85,78,0.45,AR,1708485131
451,kaduna,10.5222,7.4383,21.94,17,79,3.44,NG,1708484958
452,ola,59.5833,151.2833,-19.37,68,100,5.55,RU,1708485132
453,argo,37.6333,22.7333,8.77,82,96,0.29,GR,1708485133
454,baiyin,36.5583,104.2081,-8.14,60,100,3.26,CN,1708484884
455,rawson,-43.3002,-65.1023,19.98,64,100,2.09,AR,1708485134
456,ust'-ilimsk,58.0006,102.6619,-22.53,87,13,2.24,RU,1708485135
457,new norfolk,-42.7826,147.0587,28.29,38,79,2.65,AU,1708485135
458,dunedin,-45.8742,170.5036,15.81,66,32,3.28,NZ,1708485136
459,labasa,-16.4167,179.3833,27.26,91,100,2.92,FJ,1708485137
460,metlili chaamba,32.2667,3.6333,10.88,44,0,4.79,DZ,1708485138
461,aasiaat,68.7098,-52.8699,-17.37,97,64,2.96,GL,1708485139
462,karangampel,-6.4622,108.4519,25.8,89,100,0.66,ID,1708485140
463,grande prairie,55.1667,-118.8027,-5.23,87,87,0.53,CA,1708485141
464,korla,41.7597,86.1469,-5.34,27,100,3.73,CN,1708485142
465,lycksele,64.5954,18.6735,-3.09,93,75,4.63,SE,1708485143
466,lebyazh'ye,55.2689,66.4947,-28.44,86,99,3.06,RU,1708485144
467,pawai,24.2667,80.1667,21.85,47,19,3.07,IN,1708485145
468,atbasar,51.8,68.3333,-30.69,89,27,3.66,KZ,1708485146
469,guano,-1.5833,-78.6333,12.34,89,99,2.4,EC,1708485147
470,leeton,-34.5667,146.4,33.27,24,16,4.03,AU,1708485148
471,yuzhno-kurilsk,44.0306,145.8556,-7.01,75,81,8.01,RU,1708485148
472,monterrey,25.6667,-100.3167,21.51,59,0,3.58,MX,1708485000
473,boguchar,49.9358,40.545,-5.6,90,99,2.53,RU,1708485150
474,palmer,42.1584,-72.3287,-2.43,71,0,0.0,US,1708484877
475,kolpashevo,58.3131,82.9089,-21.61,95,100,2.68,RU,1708485151
476,ghanzi,-21.5667,21.7833,23.89,40,0,3.63,BW,1708485152
477,puerto deseado,-47.7503,-65.8938,11.86,83,100,3.35,AR,1708485152
478,sidi salim,31.271,30.7867,10.25,79,5,1.25,EG,1708485153
479,colby,39.3958,-101.0524,11.29,45,0,4.12,US,1708485153
480,krasnyy yar,46.5331,48.3456,-8.04,90,44,2.4,RU,1708485154
481,maintirano,-18.0667,44.0167,25.38,87,9,3.65,MG,1708485154
482,tadine,-21.55,167.8833,27.95,76,43,7.91,NC,1708485155
483,sosnovka,56.255,51.2842,-22.59,100,97,1.61,RU,1708485156
484,kone,-21.0595,164.8658,31.51,61,65,3.11,NC,1708485157
485,vega de alatorre,20.0333,-96.6333,20.55,83,0,4.14,MX,1708485157
486,wiwili,13.6268,-85.8254,21.09,64,38,2.3,NI,1708485158
487,minas de marcona,-15.2119,-75.1103,19.59,84,79,2.78,PE,1708485159
488,vadso,70.0744,29.7487,-9.91,67,59,5.14,NO,1708485159
489,la mira,18.035,-102.3266,23.57,72,0,1.93,MX,1708485160
490,fort bragg,35.139,-79.006,7.68,59,0,2.57,US,1708485160
491,nuwara eliya,6.9708,80.7829,17.29,78,0,1.29,LK,1708485161
492,nyurba,63.2842,118.3319,-20.28,93,93,3.97,RU,1708485161
493,ogdensburg,44.6942,-75.4863,-6.42,92,0,0.0,US,1708485162
494,lefkada,38.8275,20.7019,11.95,82,75,3.6,GR,1708485163
495,kismayo,-0.3582,42.5454,26.46,80,97,7.35,SO,1708485163
496,mumford,5.2618,-0.759,27.3,87,91,2.86,GH,1708485164
497,kapuskasing,49.4169,-82.4331,-3.73,90,48,3.91,CA,1708485165
498,senise,40.1471,16.2889,6.32,91,74,1.23,IT,1708485165
499,san buenaventura,27.0833,-101.5333,25.59,31,0,0.77,MX,1708485166
500,blagodarnyy,45.0978,43.4364,-2.3,86,99,3.69,RU,1708485167
501,mount pearl,47.5166,-52.7813,-8.36,82,2,4.02,CA,1708485010
502,guerrero negro,27.9769,-114.0611,15.79,72,93,5.24,MX,1708485168
503,dongola,19.1667,30.4833,16.2,26,1,4.81,SD,1708485169
504,fisterra,42.9049,-9.2629,10.01,85,100,3.23,ES,1708485170
505,kruisfontein,-34.0033,24.7314,16.05,90,3,4.75,ZA,1708485171
506,rocha,-34.4833,-54.3333,18.97,89,1,2.33,UY,1708485171
507,hadithah,34.1397,42.3781,12.21,68,8,2.42,IQ,1708485172
508,semnan,35.5729,53.3971,3.63,69,8,0.36,IR,1708485173
509,smirnykh,49.75,142.8333,-18.4,67,92,7.41,RU,1708485174
510,zhangjiakou shi xuanhua qu,40.6103,115.0447,-5.51,54,100,2.87,CN,1708485174
511,itaberai,-16.0203,-49.8103,21.14,98,100,2.08,BR,1708485172
512,warmbad,-28.45,18.7333,20.81,26,1,1.99,NA,1708485176
513,kerrville,30.0474,-99.1403,19.12,62,0,3.09,US,1708484890
514,labytnangi,66.6572,66.4183,-7.75,87,100,8.32,RU,1708485177
515,vila franca do campo,37.7167,-25.4333,18.27,99,99,4.48,PT,1708485178
516,zanesville,39.9404,-82.0132,1.43,63,0,0.0,US,1708485179
517,lautoka,-17.6167,177.4667,30.92,70,75,5.14,FJ,1708485179
518,bambari,5.768,20.6757,24.49,34,99,1.03,CF,1708485180
519,shushtar,32.0455,48.8567,13.81,55,1,1.32,IR,1708485180
520,bubaque,11.2833,-15.8333,27.12,63,91,2.59,GW,1708485181
521,belyy yar,53.6039,91.3903,-27.06,76,98,0.0,RU,1708485182
522,prince rupert,54.3161,-130.3201,4.78,82,23,0.36,CA,1708485167
523,kriva palanka,42.2019,22.3319,1.69,91,23,1.36,MK,1708485183
524,miri,4.4148,114.0089,28.18,78,100,1.2,MY,1708485184
525,carnarvon,-24.8667,113.6333,30.57,51,100,10.73,AU,1708485184
526,taco pozo,-25.6167,-63.2833,24.11,44,9,2.22,AR,1708485185
527,los frentones,-26.4077,-61.4137,26.04,53,62,1.94,AR,1708485186
528,sitka,57.0531,-135.33,5.94,81,100,0.0,US,1708485187
529,thinadhoo,0.5333,72.9333,28.11,79,100,4.12,MV,1708485188
530,thunder bay,48.4001,-89.3168,-4.47,94,71,0.92,CA,1708484969
531,newman,37.3138,-121.0208,11.27,91,100,2.24,US,1708485189
532,bodaybo,57.8506,114.1933,-16.59,81,100,4.77,RU,1708485190
533,aflou,34.1128,2.1023,4.37,87,37,6.05,DZ,1708485190
534,dar kulayb,26.0686,50.5039,17.97,81,5,3.32,BH,1708485191
535,childress,34.4264,-100.204,18.29,28,0,5.66,US,1708485004
536,lensk,60.7253,114.9278,-17.46,89,100,7.27,RU,1708485192
537,kolwezi,-10.7148,25.4667,16.07,93,78,1.97,CD,1708485193
538,okhotsk,59.3833,143.3,-27.11,75,80,7.83,RU,1708485193
539,dawson creek,55.7666,-120.2362,-0.39,76,2,1.33,CA,1708485194
540,al jadid,27.05,14.4,12.92,41,1,3.91,LY,1708485194
541,farmington,36.7281,-108.2187,10.84,49,0,2.57,US,1708484990
542,cardigan,52.0847,-4.6591,9.65,96,100,9.45,GB,1708485196
543,ploudalmezeau,48.5333,-4.65,10.71,87,100,7.72,FR,1708485196
544,new london,41.4834,-72.0662,-1.61,77,0,0.0,US,1708485197
545,kuqa,41.7278,82.9364,-4.49,31,100,1.18,CN,1708485202
546,swakopmund,-22.6833,14.5333,16.66,86,100,2.24,NA,1708485202
547,carrizo springs,28.5219,-99.8606,23.34,40,0,2.06,US,1708485203
548,mezhdurechenskiy,59.6,65.9333,-18.39,81,100,4.96,RU,1708485204
549,phek,25.6667,94.5,12.39,60,57,0.47,IN,1708485204
550,terranuova bracciolini,43.5522,11.5884,9.21,73,67,1.56,IT,1708485205
551,atbara,17.7022,33.9864,18.25,39,0,5.14,SD,1708485206
552,khovd,48.0056,91.6419,-22.39,77,13,1.14,MN,1708485206
553,fuling,29.7022,107.3919,13.44,73,99,1.16,CN,1708485207
554,jayapura,-2.5333,140.7,28.66,95,100,2.39,ID,1708485208
555,dhamar,14.5427,44.4051,14.3,67,9,1.42,YE,1708485209
556,shchastya,48.7396,39.2323,-3.44,77,100,2.95,UA,1708485209
557,mumbai,19.0144,72.8479,24.99,83,20,2.06,IN,1708485210
558,yaring,6.8662,101.3689,28.75,65,16,3.64,TH,1708485211
559,paradip garh,20.3167,86.6167,26.96,62,3,3.52,IN,1708485211
560,morant bay,17.8815,-76.4093,24.79,87,52,3.71,JM,1708485212
561,eyl,7.9803,49.8164,25.47,74,100,5.03,SO,1708485213
562,muynoq,43.7683,59.0214,-2.25,62,100,1.48,UZ,1708485213
563,talakan,50.3167,130.3667,-18.44,81,85,3.22,RU,1708485214
564,zapolyarnyy,69.4154,30.8136,-14.4,97,69,2.75,RU,1708485215
565,suva,-18.1416,178.4415,26.71,89,75,6.17,FJ,1708485008
566,naryn,41.4287,75.9911,-14.85,90,100,2.29,KG,1708485216
567,noumea,-22.2763,166.4572,29.44,99,44,7.49,NC,1708485217
568,yakeshi,49.2833,120.7333,-24.17,91,80,5.17,CN,1708485218
569,port-vila,-17.7338,168.3219,30.78,70,75,4.12,VU,1708485218
570,port macquarie,-31.4333,152.9167,28.27,70,78,3.12,AU,1708485219
571,nizhneudinsk,54.9076,99.0276,-23.91,91,62,2.16,RU,1708485219
572,kolosovka,56.4678,73.611,-27.61,90,95,3.1,RU,1708485220
573,mashhad,36.297,59.6062,-0.92,74,75,3.09,IR,1708485221
574,tercan,39.7794,40.3925,-1.95,85,93,1.46,TR,1708485221
575,ndele,8.4109,20.6473,23.3,20,91,1.77,CF,1708485222
576,nuuk,64.1835,-51.7216,3.34,28,35,9.77,GL,1708485222
577,nelson bay,-32.7167,152.15,26.11,78,89,3.58,AU,1708485223
578,plastun,44.7561,136.2939,-9.73,33,90,4.6,RU,1708485224
